mensagem,stream,data,tipo_toxicidade
viado,gabepeixe,2026-06-12,DO
Zoom da porra,gabepeixe,2026-06-12,OBS
maneiro,gabepeixe,2026-06-12,INS
pq vc fica igual um idiota levantando essa mochila,gabepeixe,2026-06-12,INS
Pqp kkkkkkkkkkkkkkk,gabepeixe,2026-06-12,OBS
Pqp,gabepeixe,2026-06-12,OBS
Só a nata ruim,gabepeixe,2026-06-12,INS
Pqp kkkkkkkkkkkkkkkk,gabepeixe,2026-06-12,OBS
krlh jogou pra merda kkkkkkkkkkkkkk,gabepeixe,2026-06-12,OBS
meu amigo que merda de barba e essa,sacy,2026-06-12,OBS
que saudades de vc e o zekken jogando juntos pqp,sacy,2026-06-12,OBS
caralho que perola incrivel,sacy,2026-06-12,OBS
@julianamayumiz pqp eu to chorando,sacy,2026-06-12,OBS
emea é ruim dms,sacy,2026-06-12,INS
"cara eu acertei so uma da fase suica, vsf nrg, vsf global",sacy,2026-06-12,OBS
Lotus é maneira,sacy,2026-06-12,INS
fracture que e uma merda,sacy,2026-06-12,OBS
pelo menos n tem esse mapa lixo da split,sacy,2026-06-12,INS
"breeze melhorou, mas só mapa ruim",sacy,2026-06-12,INS
A Lev pega o perdedor desse game?,sacy,2026-06-12,INS
@lvzvlr pqp o segundo mapa foi pegado ao menos ?,sacy,2026-06-12,OBS
só tiro de aviso nessa porra?,sacy,2026-06-12,OBS
puta perdemo enta,sacy,2026-06-12,OBS
"@pimmpolho_ só tem gente pra criticar, pra elogiar não aparece um fdp",sacy,2026-06-12,OBS
"@dg_mdr o cara é um sova porra, para de ser assim",sacy,2026-06-12,OBS
"@pimmpolho_ po todo respeito mas qm achava isso eh mt burro, spike no tier 2 sempre foi um flex bom p caralho,mlk quebra de kayo,viper,neon,omen oq for. Probllema eh q os cara falam sem saber",sacy,2026-06-12,"INS, OBS"
"@joice000 eh foda, se ele tivesse negativo era so o nick dele no chat",sacy,2026-06-12,OBS
"Serio, que jogo chato pprt jkkkkkkkkkk",sacy,2026-06-12,INS
"Esse jogo o cara tem que assistir deitado, eh mt chatinho pqp",sacy,2026-06-12,"INS, OBS"
cagou,sacy,2026-06-12,OBS
so a viper de controlador e mt ruim,sacy,2026-06-12,INS
Mas aí os cara vai jogar meu bolão no lixo,sacy,2026-06-12,INS
"final do major e final do masters vão ser no mesmo dia, que merda",sacy,2026-06-12,OBS
ta porra,sacy,2026-06-12,OBS
woot tomou um susto ali mane kkkkkkkkkkkkkk,sacy,2026-06-12,INS
Oq o neon vai quebrar um desses 2 times é putaria,sacy,2026-06-12,OBS
esse koshvaras e mt ruim,sacy,2026-06-12,INS
wtf kkkkkkkkkkkkkk,sacy,2026-06-12,OBS
jogo chato da porra,sacy,2026-06-12,"INS, OBS"
@sacy a Envy jogando no fodase ganharia da prx hoje,sacy,2026-06-12,OBS
koshbagre é ruim dms que isso,sacy,2026-06-12,INS
Esse é aql pause de  ó seus fdp acorda vamo joga,sacy,2026-06-12,OBS
pior que o koshemara nao e tao ruim assim ele um jogador mediano pra bom so ta nervoso,sacy,2026-06-12,INS
caralho\,sacy,2026-06-12,OBS
"@pimmpolho_ eu coloquei ganhando tudo lugo, mas se varrerem a lower, fodase o bolão",sacy,2026-06-12,OBS
"Vai se foder, olha esses cara",sacy,2026-06-12,OBS
"@ykingyx kkkkkkkkkkkkkkkkk, sdds ano passado que tinha o burro e o miniburro ou o shit e o minishit",sacy,2026-06-12,INS
Esse boo é muito ruim kkkkk nível urango e c0m,sacy,2026-06-12,INS
Papo de enloquecer o palhaço,sacy,2026-06-12,INS
"@emilly93zz lunatica sonhadora, EU ACREDITO TBM PA CARALHO",sacy,2026-06-12,OBS
confronto regional sempre bosta mesmo,sacy,2026-06-12,OBS
maneirinho,sacy,2026-06-12,INS
maneirin,sacy,2026-06-12,INS
lá é só cuzao mesmo,sacy,2026-06-12,OBS
"eita porra, eu coloquei vitality no bolao kkkkk não tava dessa TH do tixa",sacy,2026-06-12,OBS
puta,sacy,2026-06-12,OBS
"@viniizzz1n Cypher é careca tbm, só pintar de preto Kappa",sacy,2026-06-12,DO
é o bode porra,sacy,2026-06-12,OBS
Mt burro num time so,sacy,2026-06-12,INS
Sacy tava uma bolha nesse cosplay pqp,sacy,2026-06-12,OBS
pqp,sacy,2026-06-12,OBS
caraii ta acabado,sacy,2026-06-12,OBS
ta moido mane,sacy,2026-06-12,INS
mds eu to muito velho pqp,sacy,2026-06-12,OBS
E já é careca pqp kkkkkkkkk,sacy,2026-06-12,OBS
caralho drone alto da porra,sacy,2026-06-12,OBS
carai perderam ainda,sacy,2026-06-12,OBS
Entre logo essa merda de mapa,sacy,2026-06-12,OBS
Time burro da peste,sacy,2026-06-12,INS
@emilly93zz no jornal é foda,sacy,2026-06-12,OBS
pqp,sacy,2026-06-12,OBS
ele é ruim mesmo,sacy,2026-06-12,INS
@heatfps1 kkkkkkkkkkkkkkkkkkkkkk todo fudido,sacy,2026-06-12,OBS
time ruim da desgraça esse heretos,sacy,2026-06-12,INS
VSF,sacy,2026-06-12,OBS
"Rala, já cagou meu bolão mesmo",sacy,2026-06-12,OBS
"mas a ideia não é ruim, teria que mudar algumas coisas",sacy,2026-06-12,INS
A lev pega o perdedor de qual jogo?,sacy,2026-06-12,INS
Caraio ad 1/8 TA PEGA,sacy,2026-06-12,OBS
"eu ia colocar lev invicta, mas acreditei na porra da nrg",sacy,2026-06-12,OBS
entra na call spacca porra,sacy,2026-06-12,OBS
entra na call spacca porra,sacy,2026-06-12,OBS
meu bolão já foi pro carai,sacy,2026-06-12,OBS
@avacynn pqp filme e foda,sacy,2026-06-12,OBS
mo merda dia d,sacy,2026-06-12,OBS
filme ruim do caralho,sacy,2026-06-12,"INS, OBS"
é ruim nem ve,sacy,2026-06-12,INS
"@edinn_loa se deus quiser sim, filme ruim do krl",sacy,2026-06-12,INS
"@billysoarez bom pra medio, n ta ruim n",sacy,2026-06-12,INS
"@edinn_loa muito ruim, pai pau mole demais",sacy,2026-06-12,INS
"@jango_r6 qnd baixo essa poha n consigo assistir nd, tem q baixar alguma versao especifica?",sacy,2026-06-12,OBS
how i met your mother eu curti pra crl,sacy,2026-06-12,OBS
"@bongai_tk eu ate tava comprando a ideia, mas quando ele saem da casa e voltam por causa de um Coelho de pelúcia, ali acabou pra mim. Nao existe aquilo. Filme merda",sacy,2026-06-12,OBS
achei uma temporada merda,sacy,2026-06-12,OBS
alguem aq recomenda a the mentalist? ou e zoado,sacy,2026-06-12,INS
@Rakin leva logo porra,rakin,2026-06-12,OBS
"@codejjr KKKKKKKK é foda po, facil de se viciar em jogo assim, dopamina pura",rakin,2026-06-12,OBS
vc matou esse desgraçado numa fgacilidade mt grande,rakin,2026-06-12,OBS
"ta maluco, o jogo é bom porra. Simples e direto. Se vc curte o estilo stealth, jogue os Hitmans, é da mesma empresa. @ziGueira",zigueira,2026-06-12,OBS
Caralho terminei ag o jogo ZIG puta final do caralho,zigueira,2026-06-12,OBS
como os outros fala q o jogo e ruim kkkkkkkkkkkkkkkkkk,zigueira,2026-06-12,INS
puta final de jogo,zigueira,2026-06-12,OBS
@girldanigirl carai como vem um abacaxi no meio peepoSad,coreano,2026-06-12,OBS
fazendo merda dnv,coreano,2026-06-12,OBS
ter todas as skins é uma aura da porra né,coreano,2026-06-12,OBS
qualquer coisa q passa deles da ruim,coreano,2026-06-12,INS
bixo sabido da porra,coreano,2026-06-12,OBS
vsf,coreano,2026-06-12,OBS
wtf,coreano,2026-06-12,OBS
cago,coreano,2026-06-12,OBS
cagou,coreano,2026-06-12,OBS
tá porraaaaa,coreano,2026-06-12,OBS
viado vc fica bom do nada,coreano,2026-06-12,DO
crl,coreano,2026-06-12,OBS
os bico são ruim mesmo,coreano,2026-06-12,INS
a glr do canadá é meio ruim ne,coreano,2026-06-12,INS
@Santuaaario é foda kkkkkkkkkk,coreano,2026-06-12,OBS
gol da bosta,coreano,2026-06-12,OBS
"po irmão, mas o Brasil é bonito para caralho cara",coreano,2026-06-12,OBS
para guga seu merda,coreano,2026-06-12,OBS
teu maior inimigo é a bandit ne pqp,coreano,2026-06-12,OBS
todo bait pra ti é pouco corno safado,coreano,2026-06-12,INS
carai tem esporte pra porra pra ver,coreano,2026-06-12,OBS
golaço da bosnia mn pqp,coreano,2026-06-12,OBS
cala a boca santuario porra,coreano,2026-06-12,OBS
n vai ter gol mais n nesse carai de jogo,coreano,2026-06-12,OBS
golaço da porra aqui acabou,coreano,2026-06-12,OBS
@Wood_Padeiro fala uma receita de pão facil pra mim que sou burro,coreano,2026-06-12,INS
CARALHO,coreano,2026-06-12,OBS
CARALHO????,coreano,2026-06-12,OBS
live tava maneira,snopey,2026-06-12,INS
live favela do caralho,snopey,2026-06-12,OBS
caralho foi de f mesmo,snopey,2026-06-12,OBS
pqp,snopey,2026-06-12,OBS
porra,snopey,2026-06-12,OBS
Porra,snopey,2026-06-12,OBS
Lixo,snopey,2026-06-12,INS
A vadia n pagou a conta da net,snopey,2026-06-12,DO
live lixo,snopey,2026-06-12,INS
@snopey vamo fio abre carai,snopey,2026-06-12,OBS
QUE LIXO!!,snopey,2026-06-12,INS
Filha da puta memo,snopey,2026-06-12,OBS
Arrombado ele,snopey,2026-06-12,OBS
"amanhã é sábado ele não vai abrir Live, zero comprometimento com o chat, seu lixo escroto do cäralho",snopey,2026-06-12,"INS, OBS"
"esse viado é foda, nem tentou religar migué maximo kkkkkkk",snopey,2026-06-12,DO
@yakisobaofc Ninguém e trouxa nisso,snopey,2026-06-12,INS
ele soltou porra no roteador aí fez efeito agora,snopey,2026-06-12,OBS
Mais tbm o fdp assiste o mesmo filme 2 3 vezes,snopey,2026-06-12,OBS
mt ruim 2,matteafrodisiaco,2026-06-12,INS
rlk buda rp porra,matteafrodisiaco,2026-06-12,OBS
maria fdp,matteafrodisiaco,2026-06-12,OBS
@dxzinksks kkkkkkkkkkk pique fks quando botava as puta pra jogar cs com ele lembra?,matteafrodisiaco,2026-06-12,OBS
@mosquitofofoqueirorj pior que Buda pegar 500 Molin viado,matteafrodisiaco,2026-06-12,DO
servidor do marco sempre foi uma merda quem sabe sabe,matteafrodisiaco,2026-06-12,OBS
o bgl ta maneiro,matteafrodisiaco,2026-06-12,INS
@jottabxd7 Se fosse ruim eles tinham falido,matteafrodisiaco,2026-06-12,INS
@jottabxd7 ele n e ruim n,matteafrodisiaco,2026-06-12,INS
o antigo servidor tava no nome do coelho por isso ele colocou essa merda ai,matteafrodisiaco,2026-06-12,OBS
"@mosquitofofoqueirorj rapa lek, como vc consegue so reclamar mano, parece puta sem dinheiro ou e carência de macho?",matteafrodisiaco,2026-06-12,OBS
"@Bnzinnn777 bom era o antigo chef,ruim pra esse aí q vcs tão usando é apelido",matteafrodisiaco,2026-06-12,INS
vai ser essa merda ai pro resto da carreira dele,matteafrodisiaco,2026-06-12,OBS
seu cuzin sujo de bosta,seucreysonreborn,2026-06-12,OBS
so eu sou um merda e to sozinho em casa no dia dos namorados?,seucreysonreborn,2026-06-12,OBS
meu deus é burro p krl,seucreysonreborn,2026-06-12,INS
cassius clay = mohammad ali pra quem é burro,seucreysonreborn,2026-06-12,INS
"Sim, um fracassado",seucreysonreborn,2026-06-12,INS
"@seucreysonreborn acha que o Lula vai cumprir a porra da promessa da picanha esse mandato? estou pensando em votar nele, me dá uma luz Crey",seucreysonreborn,2026-06-12,OBS
acho que tu que é doente kk,seucreysonreborn,2026-06-12,INS
"@seucreysonreborn vc nao tem etica cara? como vc aceita o cara pagar um filme q vc ja viu aqui na live, e fica ai mexendo no celular ou igual um peixe morto, ta tirando?cade o palhaço pulando nessa porra?",seucreysonreborn,2026-06-12,"INS, OBS"
cheguei tarde merda,frttt,2026-06-13,OBS
Caraí tava na seca ne,frttt,2026-06-13,OBS
"carai, fruta. 1:13 vc cozinhando kkkkkk",frttt,2026-06-13,OBS
ta comendo só arroz carai,frttt,2026-06-13,OBS
ai carai,frttt,2026-06-13,OBS
nossa flocos é podre pqp,frttt,2026-06-13,OBS
"@lyafaustino cozinhar e ruim, vc cozinha em 1h pra comer em 3 minutos",frttt,2026-06-13,INS
@netzadax vc mora onde gatinha?,frttt,2026-06-13,AME
"Vai virar clt sim, twitch pagando 50 dolar por hora pra retardado com 400 bot, imagina pra quem tem 800 reais igual voce",seucreysonreborn,2026-06-13,INS
retardado achou q tinha bugado o dragao kkkkkkkkkkkkkkkkkkkkkkkk,seucreysonreborn,2026-06-13,INS
tu é ruim nesse jogo ai man vai pro dota que tu é ruim mas é menos pior,seucreysonreborn,2026-06-13,INS
se vc matar ele bugando nao vai contar a conquista e vc vai terr q refazer ai q burro,seucreysonreborn,2026-06-13,INS
cardio zoado,seucreysonreborn,2026-06-13,INS
ta porra,seucreysonreborn,2026-06-13,OBS
"@ykingyx Anta Gorda, RS",sacy,2026-06-13,INS
esse mlk da agonia com essa boca de matraca velha pqp,sacy,2026-06-13,OBS
@lusc4kk essa porra de sorteio me fudeu velho,sacy,2026-06-13,OBS
imbecillllllll,sacy,2026-06-13,INS
SEU RUIM,sacy,2026-06-13,INS
trent e caeu treinam a fut wtf,sacy,2026-06-13,OBS
é espanhol essa porra?,sacy,2026-06-13,OBS
"crl qm morreu foi o cara do time dle, eu achei q ele tinha matado alguem na ult",sacy,2026-06-13,OBS
sempre culpa do tixinha VSF,sacy,2026-06-13,OBS
abre o zoi carai,sacy,2026-06-13,OBS
eu  vou colocar a culpa no autumn VSF  autumn,sacy,2026-06-13,OBS
edg é ruim,sacy,2026-06-13,INS
CARALHO,sacy,2026-06-13,OBS
VSF kkkkkkkkkkkkkkkkkkkkkkkk,sacy,2026-06-13,OBS
burro burro,sacy,2026-06-13,INS
burro,sacy,2026-06-13,INS
@GusRosek vc é burro cara?,sacy,2026-06-13,INS
"o escoamento nem foi o que me pegou, o que é foda é o que o spacca falou, que posicionamento merda",sacy,2026-06-13,OBS
Chatos pkrl,sacy,2026-06-13,INS
vsf[,sacy,2026-06-13,OBS
meu bolão foi pro caralho,sacy,2026-06-13,OBS
botei edg a chegar na final acho q deu merda,sacy,2026-06-13,OBS
wtf,sacy,2026-06-13,OBS
q porra é essa,sacy,2026-06-13,OBS
"se a xlg ganhar da g2 nunca mais acompanho esse masters vsf, magia do krl",sacy,2026-06-13,OBS
O foda e quando o BR perder e fica aquele crima de merda no pos-game kkkkkkk,sacy,2026-06-13,OBS
"a fut ta sobrando, wtf",sacy,2026-06-13,OBS
meu bolão deu merda ´porq botei the heretic passando aquela merda,sacy,2026-06-13,OBS
cagou,sacy,2026-06-13,OBS
nossa porradeiro,sacy,2026-06-13,OBS
todo ruim e bom de pistol calma,sacy,2026-06-13,INS
nihao porra nihao,sacy,2026-06-13,OBS
"valorant tbm tem aquela ""só time ruim ganha pistol""?",sacy,2026-06-13,INS
@saozu_ todo ruim é bom no pistol,sacy,2026-06-13,INS
pqp,sacy,2026-06-13,OBS
CARALHO,sacy,2026-06-13,OBS
Carai,sacy,2026-06-13,OBS
PQP,sacy,2026-06-13,OBS
ta porra,sacy,2026-06-13,OBS
barzinho tirou pra merda,sacy,2026-06-13,OBS
"Caí no conto do Sliggy que 6 semanas é tanto tempo pra treinar que é impossível a EDG chegar ruim, e agr vou perder tudo no bolão KKKKKK",sacy,2026-06-13,INS
"tem que esquentar mesmo, pqp",sacy,2026-06-13,OBS
"caralho sacy, tu ia ficar mt bonito com esse cabelo igual do sopp",sacy,2026-06-13,OBS
edg é boa dms pra sua região ruim dms pra mundial,sacy,2026-06-13,INS
bolão já foi pro carai,sacy,2026-06-13,OBS
ta porra,sacy,2026-06-13,OBS
perdi dinheiro nessa EDG pqp,sacy,2026-06-13,OBS
edg é ruim vei,sacy,2026-06-13,INS
@goncalvesj_ aposta mais BURRAO xdd,sacy,2026-06-13,INS
coe mané,sacy,2026-06-13,INS
A VOZINHA DE QUEM TA COM O zazabert NA BOCA VSF KK,sacy,2026-06-13,OBS
nobody burrao,sacy,2026-06-13,INS
muito burro vai se foder nobody,sacy,2026-06-13,"INS, OBS"
MT burro,sacy,2026-06-13,INS
porran,sacy,2026-06-13,OBS
sacy pq a china é tao ruim,sacy,2026-06-13,INS
"@pedrinnn3337 loud ganhou duma nrg pae, tira os cara pra merda tb nao",sacy,2026-06-13,OBS
"eu botei essa bosta, caí no conto do primmie",sacy,2026-06-13,OBS
quem que é primmie porra,sacy,2026-06-13,OBS
pqp,sacy,2026-06-13,OBS
@extazycwb fodase KK,sacy,2026-06-13,OBS
time ruim do carai KKKKKKK,sacy,2026-06-13,"INS, OBS"
Time ruim da desgraça essa edg,sacy,2026-06-13,INS
olha a pinada do kankan pqp kkkkkkkkkkk,sacy,2026-06-13,OBS
VSF,sacy,2026-06-13,OBS
só as garotas chatas tinham pqp,sacy,2026-06-13,OBS
vacuo do crl,sacy,2026-06-13,OBS
@sacy como q eles ganharam em 24? a gente tava mto ruim ou eles tavam bons mesmo?,sacy,2026-06-13,INS
@pullsar seu burro o aspas nem jogou o meta ainda,sacy,2026-06-13,INS
carai sacy deu muita raiva de voce pqp,sacy,2026-06-13,OBS
PQP,sacy,2026-06-13,OBS
cagou,sacy,2026-06-13,OBS
eitA PORRA,sacy,2026-06-13,OBS
eita porra,sacy,2026-06-13,OBS
chico cagou essa bala,sacy,2026-06-13,OBS
crl,sacy,2026-06-13,OBS
SAI DAI burro,sacy,2026-06-13,INS
Skin feia da porra,sacy,2026-06-13,OBS
"cheguei agora rpz, a edg ta uma merda ainda?",sacy,2026-06-13,OBS
pqp,sacy,2026-06-13,OBS
O coisa ruim voltou xdd,sacy,2026-06-13,INS
pqp,sacy,2026-06-13,OBS
eu errei todos os duelos do meu bolao pqp,sacy,2026-06-13,OBS
Ta se cagando porra,sacy,2026-06-13,OBS
"Caralho, que isso",sacy,2026-06-13,OBS
fdp kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,rakin,2026-06-13,OBS
@malichz tudo q ele toca vira merda,rakin,2026-06-13,OBS
cara ruim,rakin,2026-06-13,INS
carai,rakin,2026-06-13,OBS
ah tu dropou a mageblood? wtf,rakin,2026-06-13,OBS
deadeye 90 com dano pra isso? crl,rakin,2026-06-13,OBS
Só se matar antes e dar sorte de não ter essa mech antes,rakin,2026-06-13,AME
esse carry eh para ele matar em uns 30 sec se nao tu ja sabe que deu ruim.,rakin,2026-06-13,INS
@diosa1d a build q eu uso pode ficar 10 minuto trocando porrada com o boss,rakin,2026-06-13,OBS
bota sem deflection rating é ruim?,rakin,2026-06-13,INS
"@KingVehard eu fui burro e peguei essa porra achando que ia ser suave, fui atropelado por mob branco KEKW",rakin,2026-06-13,"INS, OBS"
carai ele morreu com 90% de armor,rakin,2026-06-13,OBS
pqp,rakin,2026-06-13,OBS
"Item fodido, além de ser maldito de pegar o cara ainda tem que torrar 500d",rakin,2026-06-13,OBS
"@Rakin aquela build de sekhema q eu uso eh tao idiota, que quando eu for testar outra build no zarokh eu vou estranhar",rakin,2026-06-13,INS
caraca. ty galera. nao sabia q podia dar essa merda,rakin,2026-06-13,OBS
"burrao, mass",rakin,2026-06-13,INS
go taking e mt bom pqp,rakin,2026-06-13,OBS
wtf,rakin,2026-06-13,OBS
DROPEI mageblood da mecanica da liga caralho,rakin,2026-06-13,OBS
"@valdo_crespo rapaz, n achei um infeliz fazendo build dessa porra, achei do RF de minion, mas bem mais ou menos",rakin,2026-06-13,OBS
aaaa porra. o megablood e o got,rakin,2026-06-13,OBS
@CarlosFeIino13 q porra é essa carlos kkkkkkkkkkkkkkk,coreano,2026-06-13,OBS
pqp outra moça tonelo susnaojunino,coreano,2026-06-13,OBS
"@Nujutsuk sou sapat0na, myu bad",coreano,2026-06-13,DO
q merda,coreano,2026-06-13,OBS
"@Nujutsuk ent kk, só sou depressiva, autista, ansiosa, intersexo, anormal, imbecil, girafa, mais tirando tudo isso e muito mais, sou normal :)",coreano,2026-06-13,"INS, DO"
q porra é essa,coreano,2026-06-13,OBS
@maath_ iai seu porra,coreano,2026-06-13,OBS
@Nujutsuk salve nuju porra,coreano,2026-06-13,OBS
VSF,coreano,2026-06-13,OBS
q mlk imbecil comendo smoke com mole KK,coreano,2026-06-13,INS
@Coreano so falta agora a G2 perder para aquele timimizinho de merda,coreano,2026-06-13,OBS
caralho,coreano,2026-06-13,OBS
pqp,coreano,2026-06-13,OBS
ufa obg edg não cagou meu bolão,coreano,2026-06-13,OBS
VC FICA ZIKANDOESSA MERDA @Coreano,coreano,2026-06-13,OBS
vai porra,coreano,2026-06-13,OBS
o otario da snop cavou atoa kkkkkkkkkkkkk,coreano,2026-06-13,INS
"fut é mt grito e pouco jogo, vsf",coreano,2026-06-13,OBS
pqp tay,coreano,2026-06-13,OBS
Fut lixo,coreano,2026-06-13,INS
fut lixo,coreano,2026-06-13,INS
mt ruim filho KKKKKK,coreano,2026-06-13,INS
pqp,coreano,2026-06-13,OBS
FUT lixo nmrl,coreano,2026-06-13,INS
vou errar 2 palpites por sua causa peepoTomato seu corno,coreano,2026-06-13,INS
coreano só pq o tixinha ta viajando vc não precisa vender merda pros seus viewers,coreano,2026-06-13,OBS
Meu bolão foi pro caralho já,coreano,2026-06-13,OBS
Vai ser ruim igual certeza,coreano,2026-06-13,INS
burro,coreano,2026-06-13,INS
Eu tb n tendi foi porra nenhuma kkkkk,coreano,2026-06-13,OBS
"crl, a edg fudeu seu bolão coreano",coreano,2026-06-13,OBS
Se G2 perder aqui eu cago na tua porta NODDERS,coreano,2026-06-13,OBS
"@Coreano o cenário está para mudar, eu estou chegando no competitivo para abalar as fronteiros da maneira que todos entendem o jogo... Sou uma máquina, simplesmente um monstro do valorant, acima até do aspas... Atualmente sou bronze 3",coreano,2026-06-13,INS
g2 pipoca em internacional mas essa xlg e  muito ruim,coreano,2026-06-13,INS
instagram ne burro,coreano,2026-06-13,INS
mas é burro hein,coreano,2026-06-13,INS
BURRO,coreano,2026-06-13,INS
caralho,coreano,2026-06-13,OBS
ajoelha porra,coreano,2026-06-13,OBS
caralho tixa é gênio,coreano,2026-06-13,OBS
Porra,coreano,2026-06-13,OBS
pergunta pra Piranha,coreano,2026-06-13,DO
Mesmo essa comp da Xi Lai existindo a 2 anos eu ainda n entendi como q essa merda funciona,coreano,2026-06-13,OBS
Ragaluke tá em todo canto vsf,coreano,2026-06-13,OBS
@3Morais é foto pra enganar trouxa,coreano,2026-06-13,INS
@dekumereitor por isso q esse poha abandonou a faculdade,coreano,2026-06-13,OBS
neyma nem relacionado ta burro,coreano,2026-06-13,INS
esse camp ta zebra dms mané,coreano,2026-06-13,INS
zebra onde carai?,coreano,2026-06-13,OBS
@PiranhaAgricola piranhaa oiee,coreano,2026-06-13,DO
man explained na piranha? machista,coreano,2026-06-13,DO
onde fica esse caralho pra eu ir buscar seu bolao?,coreano,2026-06-13,OBS
"burro, burro, burro",coreano,2026-06-13,INS
nao tem mais limite de report lixo,seucreysonreborn,2026-06-13,INS
ajudou pq quis trouxa,seucreysonreborn,2026-06-13,INS
a nao cara tira essa porra de ad do gato irmao nao aguento mais esse ad do gato,seucreysonreborn,2026-06-13,OBS
ooo twitch vc ta vendo essa msg ? tira a porra do ad do gato ta fudendo meu dia,seucreysonreborn,2026-06-13,OBS
sim cara vc é perseguido coitado do palhaço,seucreysonreborn,2026-06-13,INS
PQP,seucreysonreborn,2026-06-13,OBS
"cheguei agora, ele ja começou a FALAR BOSTA?",seucreysonreborn,2026-06-13,OBS
Quem foi o desgraçado que pagou musical???,seucreysonreborn,2026-06-13,OBS
só falta o otario pra arrumar a conta e os otario pra manda 30 reais por partida,seucreysonreborn,2026-06-13,INS
oque a separçao fez com o beta pqp,seucreysonreborn,2026-06-13,OBS
PQP,seucreysonreborn,2026-06-13,OBS
pq sao uns fudidos ai querem fala que o cara e pior quie vcs pateticos vcs,seucreysonreborn,2026-06-13,OBS
blackface fudido,seucreysonreborn,2026-06-13,OBS
como tem otario pqp,seucreysonreborn,2026-06-13,"INS, OBS"
panaca,seucreysonreborn,2026-06-13,INS
panaca,seucreysonreborn,2026-06-13,INS
PQP,baiano,2026-06-13,OBS
ih crl,baiano,2026-06-13,OBS
alem de matematico manja muito no portuga em .. o bixao mesmooo,baiano,2026-06-13,DO
@diegodbsjp Caralho pprt KEKW,baiano,2026-06-13,OBS
Os cara falando pra dar yunara a veia não sabe parar de aperta w porra  os cara falou e ela só ignorou,baiano,2026-06-13,OBS
homao da porra,baiano,2026-06-13,OBS
Era só sair carai,baiano,2026-06-13,OBS
tem cashback se der ruim? e tudo no seu peito,baiano,2026-06-13,INS
@PistoleiroSemDedooo 1v1 no bot kkkk,yoda,2026-06-13,INS
A gaytsuki é muito ruim mds,yoda,2026-06-13,INS
cade a porra da bota do nasus,yoda,2026-06-13,OBS
jukera ta fodido da cabeça ja,yoda,2026-06-13,OBS
esse taric ta roubadasso pqp,yoda,2026-06-13,OBS
nunca vi um cara tão ruim,yoda,2026-06-13,INS
a tia da 0 de dano pqp,yoda,2026-06-13,OBS
É o vo caraio,yoda,2026-06-13,OBS
senhor chato,yoda,2026-06-13,INS
@xxmatheusandradexx fiz uma brincadeira na live dele nada ver coisa de kinta serie o cara me deu perma ban kkk chato e .,yoda,2026-06-13,INS
@daredevil_tt kkkk sim chega na live dele e fala que ele é ruim pra ti ver kk,yoda,2026-06-13,INS
pqp sou mt burro nao sabia dessa,rakin,2026-06-13,"INS, OBS"
pq caralhos vc tem 80k de dano na skill?,rakin,2026-06-13,OBS
ele pode sim ser ruim pra vc,rakin,2026-06-13,INS
eu to tendo mt azar com chaos spam pqp,rakin,2026-06-13,OBS
ta fazendo o L demais hoje pqp,rakin,2026-06-13,OBS
@m4x_p1m só refazer o trial e falar com npc lá dentro,rakin,2026-06-13,INS
"eu hitei bastante crit% no chaos spam, oq n hitei nem fodendo foi projectile",rakin,2026-06-13,OBS
"pior q ta vindo projectile pra tu toda hr, eu n hitei nem fodendo",rakin,2026-06-13,OBS
o unico problema desse jogo é o boneco tropeçar e o craft ser uma porra,rakin,2026-06-13,OBS
"tá vindo tudo uma bosta, que doideira",rakin,2026-06-13,OBS
"Nuss, 16 divine nisso ai ta ruim em",rakin,2026-06-13,INS
que zika fudida esse arco ein,rakin,2026-06-13,OBS
PQP nao conseuge usar mais nd,rakin,2026-06-13,OBS
@exilado kkkkkkkkkkkkkkkkkkkkkkkkkk fdp,rakin,2026-06-13,OBS
Mané Brasil kkkk o Rakin já conseguiu o top 1,rakin,2026-06-13,INS
n vai ver o brasil tomar gol seu fracassado de merda?,seucreysonreborn,2026-06-13,"INS, OBS"
caralhowww,skipnho,2026-06-14,OBS
eita porra,skipnho,2026-06-14,OBS
jogou o porra da janela kk,skipnho,2026-06-14,OBS
Ele matou um parente na jaula caralho,skipnho,2026-06-14,OBS
"ele era um cuzão, ele nunca foi gente boa",skipnho,2026-06-14,OBS
"@skipnho Ele n é um cara ruim n, mas ele faria tudo pela irma. vc vai entender ainda..",skipnho,2026-06-14,INS
"se n fosse bct, o rob era o rei da porra toda",skipnho,2026-06-14,OBS
bostaa pura Kappa,skipnho,2026-06-14,OBS
cara ta todo fodido,skipnho,2026-06-14,OBS
"@AionVoid a associação dos atores anoes ficou putaça com ele, perderam emprego por causa dele",skipnho,2026-06-14,OBS
anão fdp eu to comendo,skipnho,2026-06-14,OBS
Caralhowwwww,skipnho,2026-06-14,OBS
pqp,skipnho,2026-06-14,OBS
"epoca assim n dá, deveria ser uma catinga da porra",skipnho,2026-06-14,OBS
que puta safada,skipnho,2026-06-14,OBS
porra,skipnho,2026-06-14,OBS
vai confiar em puta,skipnho,2026-06-14,OBS
"sem pau, sem puta e morto",skipnho,2026-06-14,OBS
caralhooo,skipnho,2026-06-14,OBS
Mais conhecido como Augusto bosta,skipnho,2026-06-14,OBS
